Exercício: 2023
Escopo: Municípios do Estado - GO
Tabela: Despesas por Função (Anexo I-E)
Instituição;Cod.IBGE;UF;População;Coluna;Conta;Identificador da Conta;Valor
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Empenhadas";"08.122 - Administração Geral";"siconfi-cor_TotalDespesas";2327363,5
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Empenhadas";"09 - Previdência Social";"siconfi-cor_TotalDespesas";15917657,36
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Empenhadas";"09.271 - Previdência Básica";"siconfi-cor_TotalDespesas";1931786,45
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Empenhadas";"09.272 - Previdência do Regime Estatutário";"siconfi-cor_TotalDespesas";12360630,08
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Empenhadas";"09.274 - Previdência Especial";"siconfi-cor_TotalDespesas";1055767,5
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Empenhadas";"09.122 - Administração Geral";"siconfi-cor_TotalDespesas";569473,33
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Empenhadas";"10 - Saúde";"siconfi-cor_TotalDespesas";82037733,74
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Empenhadas";"10.301 - Atenção Básica";"siconfi-cor_TotalDespesas";16296115,14
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Empenhadas";"10.302 - Assistência Hospitalar e Ambulatorial";"siconfi-cor_TotalDespesas";53217962,79
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Empenhadas";"10.303 - Suporte Profilático e Terapêutico";"siconfi-cor_TotalDespesas";451239,84
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Empenhadas";"10.304 - Vigilância Sanitária";"siconfi-cor_TotalDespesas";129685,91
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Empenhadas";"10.305 - Vigilância Epidemiológica";"siconfi-cor_TotalDespesas";1248899,19
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Empenhadas";"10.122 - Administração Geral";"siconfi-cor_TotalDespesas";10176183,7
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Empenhadas";"FU10 - Demais Subfunções";"siconfi-cor_TotalDespesas";517647,17
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Empenhadas";"11 - Trabalho";"siconfi-cor_TotalDespesas";1215653,35
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Empenhadas";"11.331 - Proteção e Benefícios ao Trabalhador";"siconfi-cor_TotalDespesas";1215653,35
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Empenhadas";"12 - Educação";"siconfi-cor_TotalDespesas";38801341,71
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Empenhadas";"12.361 - Ensino Fundamental";"siconfi-cor_TotalDespesas";33887968,46
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Empenhadas";"12.365 - Educação Infantil";"siconfi-cor_TotalDespesas";4129144,64
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Empenhadas";"12.366 - Educação de Jovens e Adultos";"siconfi-cor_TotalDespesas";184,26
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Empenhadas";"FU12 - Demais Subfunções";"siconfi-cor_TotalDespesas";784044,35
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Empenhadas";"13 - Cultura";"siconfi-cor_TotalDespesas";290525,33
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Empenhadas";"13.392 - Difusão Cultural";"siconfi-cor_TotalDespesas";290525,33
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Empenhadas";"14 - Direitos da Cidadania";"siconfi-cor_TotalDespesas";75865,79
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Empenhadas";"14.422 - Direitos Individuais, Coletivos e Difusos";"siconfi-cor_TotalDespesas";68291,67
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Empenhadas";"FU14 - Demais Subfunções";"siconfi-cor_TotalDespesas";7574,12
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Empenhadas";"15 - Urbanismo";"siconfi-cor_TotalDespesas";36185140,16
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Empenhadas";"15.451 - Infraestrutura Urbana";"siconfi-cor_TotalDespesas";23759981,53
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Empenhadas";"15.452 - Serviços Urbanos";"siconfi-cor_TotalDespesas";6467876,21
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Empenhadas";"15.122 - Administração Geral";"siconfi-cor_TotalDespesas";5957282,42
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Empenhadas";"18 - Gestão Ambiental";"siconfi-cor_TotalDespesas";3140796,34
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Empenhadas";"18.541 - Preservação e Conservação Ambiental";"siconfi-cor_TotalDespesas";3140796,34
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Empenhadas";"20 - Agricultura";"siconfi-cor_TotalDespesas";799290,42
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Empenhadas";"20.606 - Extensão Rural";"siconfi-cor_TotalDespesas";1015,78
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Empenhadas";"20.122 - Administração Geral";"siconfi-cor_TotalDespesas";756036,64
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Empenhadas";"FU20 - Demais Subfunções";"siconfi-cor_TotalDespesas";42238,00
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Empenhadas";"22 - Indústria";"siconfi-cor_TotalDespesas";5812451,36
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Empenhadas";"22.661 - Promoção Industrial";"siconfi-cor_TotalDespesas";4267900,00
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Empenhadas";"22.122 - Administração Geral";"siconfi-cor_TotalDespesas";1544551,36
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Empenhadas";"24 - Comunicações";"siconfi-cor_TotalDespesas";1453067,15
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Empenhadas";"24.122 - Administração Geral";"siconfi-cor_TotalDespesas";1453067,15
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Empenhadas";"26 - Transporte";"siconfi-cor_TotalDespesas";2258192,58
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Empenhadas";"26.782 - Transporte Rodoviário";"siconfi-cor_TotalDespesas";528255,6
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Empenhadas";"26.122 - Administração Geral";"siconfi-cor_TotalDespesas";1729936,98
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Empenhadas";"27 - Desporto e Lazer";"siconfi-cor_TotalDespesas";2175042,9
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Empenhadas";"27.812 - Desporto Comunitário";"siconfi-cor_TotalDespesas";1300205,83
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Empenhadas";"27.813 - Lazer";"siconfi-cor_TotalDespesas";119845,79
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Empenhadas";"27.122 - Administração Geral";"siconfi-cor_TotalDespesas";754991,28
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Empenhadas";"Despesas Intraorçamentárias";"siconfi-cor_TotalDespesas";10396568,8
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Liquidadas";"Despesas Exceto Intraorçamentárias";"siconfi-cor_TotalDespesas";195705903,12
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Liquidadas";"01 - Legislativa";"siconfi-cor_TotalDespesas";6135627,54
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Liquidadas";"01.031 - Ação Legislativa";"siconfi-cor_TotalDespesas";6135627,54
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Liquidadas";"02 - Judiciária";"siconfi-cor_TotalDespesas";672838,81
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Liquidadas";"02.061 - Ação Judiciária";"siconfi-cor_TotalDespesas";250875,03
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Liquidadas";"02.122 - Administração Geral";"siconfi-cor_TotalDespesas";421963,78
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Liquidadas";"04 - Administração";"siconfi-cor_TotalDespesas";11895270,27
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Liquidadas";"04.122 - Administração Geral";"siconfi-cor_TotalDespesas";6644463,02
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Liquidadas";"04.123 - Administração Financeira";"siconfi-cor_TotalDespesas";861,06
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Liquidadas";"04.124 - Controle Interno";"siconfi-cor_TotalDespesas";397994,44
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Liquidadas";"04.129 - Administração de Receitas";"siconfi-cor_TotalDespesas";2612632,69
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Liquidadas";"FU04 - Demais Subfunções";"siconfi-cor_TotalDespesas";2239319,06
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Liquidadas";"05 - Defesa Nacional";"siconfi-cor_TotalDespesas";154410,6
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Liquidadas";"05.153 - Defesa Terrestre";"siconfi-cor_TotalDespesas";154410,6
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Liquidadas";"06 - Segurança Pública";"siconfi-cor_TotalDespesas";1531241,55
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Liquidadas";"06.181 - Policiamento";"siconfi-cor_TotalDespesas";1200301,8
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Liquidadas";"06.122 - Administração Geral";"siconfi-cor_TotalDespesas";330939,75
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Liquidadas";"08 - Assistência Social";"siconfi-cor_TotalDespesas";4789429,72
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Liquidadas";"08.241 - Assistência ao Idoso";"siconfi-cor_TotalDespesas";512055,00
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Liquidadas";"08.243 - Assistência à Criança e ao Adolescente";"siconfi-cor_TotalDespesas";68857,5
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Liquidadas";"08.244 - Assistência Comunitária";"siconfi-cor_TotalDespesas";2047525,31
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Liquidadas";"08.122 - Administração Geral";"siconfi-cor_TotalDespesas";2160991,91
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Liquidadas";"09 - Previdência Social";"siconfi-cor_TotalDespesas";15917155,37
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Liquidadas";"09.271 - Previdência Básica";"siconfi-cor_TotalDespesas";1931786,45
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Liquidadas";"09.272 - Previdência do Regime Estatutário";"siconfi-cor_TotalDespesas";12360630,08
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Liquidadas";"09.274 - Previdência Especial";"siconfi-cor_TotalDespesas";1055767,5
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Liquidadas";"09.122 - Administração Geral";"siconfi-cor_TotalDespesas";568971,34
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Liquidadas";"10 - Saúde";"siconfi-cor_TotalDespesas";73997301,32
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Liquidadas";"10.301 - Atenção Básica";"siconfi-cor_TotalDespesas";14153249,42
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Liquidadas";"10.302 - Assistência Hospitalar e Ambulatorial";"siconfi-cor_TotalDespesas";48520724,61
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Liquidadas";"10.303 - Suporte Profilático e Terapêutico";"siconfi-cor_TotalDespesas";451239,84
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Liquidadas";"10.304 - Vigilância Sanitária";"siconfi-cor_TotalDespesas";128865,27
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Liquidadas";"10.305 - Vigilância Epidemiológica";"siconfi-cor_TotalDespesas";1248899,19
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Liquidadas";"10.122 - Administração Geral";"siconfi-cor_TotalDespesas";8976675,82
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Liquidadas";"FU10 - Demais Subfunções";"siconfi-cor_TotalDespesas";517647,17
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Liquidadas";"11 - Trabalho";"siconfi-cor_TotalDespesas";1215653,35
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Liquidadas";"11.331 - Proteção e Benefícios ao Trabalhador";"siconfi-cor_TotalDespesas";1215653,35
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Liquidadas";"12 - Educação";"siconfi-cor_TotalDespesas";36855083,15
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Liquidadas";"12.361 - Ensino Fundamental";"siconfi-cor_TotalDespesas";31953148,95
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Liquidadas";"12.365 - Educação Infantil";"siconfi-cor_TotalDespesas";4117705,59
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Liquidadas";"12.366 - Educação de Jovens e Adultos";"siconfi-cor_TotalDespesas";184,26
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Liquidadas";"FU12 - Demais Subfunções";"siconfi-cor_TotalDespesas";784044,35
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Liquidadas";"13 - Cultura";"siconfi-cor_TotalDespesas";290525,33
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Liquidadas";"13.392 - Difusão Cultural";"siconfi-cor_TotalDespesas";290525,33
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Liquidadas";"14 - Direitos da Cidadania";"siconfi-cor_TotalDespesas";75865,79
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Liquidadas";"14.422 - Direitos Individuais, Coletivos e Difusos";"siconfi-cor_TotalDespesas";68291,67
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Liquidadas";"FU14 - Demais Subfunções";"siconfi-cor_TotalDespesas";7574,12
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Liquidadas";"15 - Urbanismo";"siconfi-cor_TotalDespesas";33649004,74
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Liquidadas";"15.451 - Infraestrutura Urbana";"siconfi-cor_TotalDespesas";22347640,32
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Liquidadas";"15.452 - Serviços Urbanos";"siconfi-cor_TotalDespesas";5742411,06
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Liquidadas";"15.122 - Administração Geral";"siconfi-cor_TotalDespesas";5558953,36
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Liquidadas";"18 - Gestão Ambiental";"siconfi-cor_TotalDespesas";2154003,00
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Liquidadas";"18.541 - Preservação e Conservação Ambiental";"siconfi-cor_TotalDespesas";2154003,00
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Liquidadas";"20 - Agricultura";"siconfi-cor_TotalDespesas";454637,69
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Liquidadas";"20.606 - Extensão Rural";"siconfi-cor_TotalDespesas";1015,78
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Liquidadas";"20.122 - Administração Geral";"siconfi-cor_TotalDespesas";411383,91
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Liquidadas";"FU20 - Demais Subfunções";"siconfi-cor_TotalDespesas";42238,00
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Liquidadas";"22 - Indústria";"siconfi-cor_TotalDespesas";1373876,54
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Liquidadas";"22.661 - Promoção Industrial";"siconfi-cor_TotalDespesas";635306,91
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Liquidadas";"22.122 - Administração Geral";"siconfi-cor_TotalDespesas";738569,63
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Liquidadas";"24 - Comunicações";"siconfi-cor_TotalDespesas";1187408,53
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Liquidadas";"24.122 - Administração Geral";"siconfi-cor_TotalDespesas";1187408,53
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Liquidadas";"26 - Transporte";"siconfi-cor_TotalDespesas";1672503,39
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Liquidadas";"26.782 - Transporte Rodoviário";"siconfi-cor_TotalDespesas";49984,61
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Liquidadas";"26.122 - Administração Geral";"siconfi-cor_TotalDespesas";1622518,78
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Liquidadas";"27 - Desporto e Lazer";"siconfi-cor_TotalDespesas";1684066,43
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Liquidadas";"27.812 - Desporto Comunitário";"siconfi-cor_TotalDespesas";809229,36
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Liquidadas";"27.813 - Lazer";"siconfi-cor_TotalDespesas";119845,79
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Liquidadas";"27.122 - Administração Geral";"siconfi-cor_TotalDespesas";754991,28
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Liquidadas";"Despesas Intraorçamentárias";"siconfi-cor_TotalDespesas";10396568,8
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Pagas";"Despesas Exceto Intraorçamentárias";"siconfi-cor_TotalDespesas";195313350,36
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Pagas";"01 - Legislativa";"siconfi-cor_TotalDespesas";6135627,54
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Pagas";"01.031 - Ação Legislativa";"siconfi-cor_TotalDespesas";6135627,54
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Pagas";"02 - Judiciária";"siconfi-cor_TotalDespesas";672838,81
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Pagas";"02.061 - Ação Judiciária";"siconfi-cor_TotalDespesas";250875,03
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Pagas";"02.122 - Administração Geral";"siconfi-cor_TotalDespesas";421963,78
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Pagas";"04 - Administração";"siconfi-cor_TotalDespesas";11895270,27
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Pagas";"04.122 - Administração Geral";"siconfi-cor_TotalDespesas";6644463,02
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Pagas";"04.123 - Administração Financeira";"siconfi-cor_TotalDespesas";861,06
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Pagas";"04.124 - Controle Interno";"siconfi-cor_TotalDespesas";397994,44
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Pagas";"04.129 - Administração de Receitas";"siconfi-cor_TotalDespesas";2612632,69
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Pagas";"FU04 - Demais Subfunções";"siconfi-cor_TotalDespesas";2239319,06
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Pagas";"05 - Defesa Nacional";"siconfi-cor_TotalDespesas";154410,6
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Pagas";"05.153 - Defesa Terrestre";"siconfi-cor_TotalDespesas";154410,6
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Pagas";"06 - Segurança Pública";"siconfi-cor_TotalDespesas";1441898,66
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Pagas";"06.181 - Policiamento";"siconfi-cor_TotalDespesas";1110958,91
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Pagas";"06.122 - Administração Geral";"siconfi-cor_TotalDespesas";330939,75
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Pagas";"08 - Assistência Social";"siconfi-cor_TotalDespesas";4762697,33
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Pagas";"08.241 - Assistência ao Idoso";"siconfi-cor_TotalDespesas";512055,00
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Pagas";"08.243 - Assistência à Criança e ao Adolescente";"siconfi-cor_TotalDespesas";68857,5
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Pagas";"08.244 - Assistência Comunitária";"siconfi-cor_TotalDespesas";2046270,31
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Pagas";"08.122 - Administração Geral";"siconfi-cor_TotalDespesas";2135514,52
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Pagas";"09 - Previdência Social";"siconfi-cor_TotalDespesas";15792839,55
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Pagas";"09.271 - Previdência Básica";"siconfi-cor_TotalDespesas";1811243,22
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Pagas";"09.272 - Previdência do Regime Estatutário";"siconfi-cor_TotalDespesas";12360630,08
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Pagas";"09.274 - Previdência Especial";"siconfi-cor_TotalDespesas";1055767,5
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Pagas";"09.122 - Administração Geral";"siconfi-cor_TotalDespesas";565198,75
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Pagas";"10 - Saúde";"siconfi-cor_TotalDespesas";73879174,11
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Pagas";"10.301 - Atenção Básica";"siconfi-cor_TotalDespesas";14147135,71
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Pagas";"10.302 - Assistência Hospitalar e Ambulatorial";"siconfi-cor_TotalDespesas";48466497,27
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Pagas";"10.303 - Suporte Profilático e Terapêutico";"siconfi-cor_TotalDespesas";451239,84
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Pagas";"10.304 - Vigilância Sanitária";"siconfi-cor_TotalDespesas";128865,27
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Pagas";"10.305 - Vigilância Epidemiológica";"siconfi-cor_TotalDespesas";1248899,19
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Pagas";"10.122 - Administração Geral";"siconfi-cor_TotalDespesas";8918889,66
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Pagas";"FU10 - Demais Subfunções";"siconfi-cor_TotalDespesas";517647,17
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Pagas";"11 - Trabalho";"siconfi-cor_TotalDespesas";1215653,35
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Pagas";"11.331 - Proteção e Benefícios ao Trabalhador";"siconfi-cor_TotalDespesas";1215653,35
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Pagas";"12 - Educação";"siconfi-cor_TotalDespesas";36834172,83
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Pagas";"12.361 - Ensino Fundamental";"siconfi-cor_TotalDespesas";31932238,63
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Pagas";"12.365 - Educação Infantil";"siconfi-cor_TotalDespesas";4117705,59
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Pagas";"12.366 - Educação de Jovens e Adultos";"siconfi-cor_TotalDespesas";184,26
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Pagas";"FU12 - Demais Subfunções";"siconfi-cor_TotalDespesas";784044,35
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Pagas";"13 - Cultura";"siconfi-cor_TotalDespesas";290525,33
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Pagas";"13.392 - Difusão Cultural";"siconfi-cor_TotalDespesas";290525,33
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Pagas";"14 - Direitos da Cidadania";"siconfi-cor_TotalDespesas";75865,79
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Pagas";"14.422 - Direitos Individuais, Coletivos e Difusos";"siconfi-cor_TotalDespesas";68291,67
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Pagas";"FU14 - Demais Subfunções";"siconfi-cor_TotalDespesas";7574,12
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Pagas";"15 - Urbanismo";"siconfi-cor_TotalDespesas";33649004,74
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Pagas";"15.451 - Infraestrutura Urbana";"siconfi-cor_TotalDespesas";22347640,32
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Pagas";"15.452 - Serviços Urbanos";"siconfi-cor_TotalDespesas";5742411,06
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Pagas";"15.122 - Administração Geral";"siconfi-cor_TotalDespesas";5558953,36
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Pagas";"18 - Gestão Ambiental";"siconfi-cor_TotalDespesas";2146878,87
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Pagas";"18.541 - Preservação e Conservação Ambiental";"siconfi-cor_TotalDespesas";2146878,87
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Pagas";"20 - Agricultura";"siconfi-cor_TotalDespesas";454637,69
Prefeitura Municipal de Nerópolis - GO;5214507;GO;30931;"Despesas Pagas";"20.606 - Extensão Rural";"siconfi-cor_TotalDespesas";1015,78
